Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats.1,Front armrests,Rear armrests,Knee airbag,Front side airbags.1,Rear side airbags.1,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights.1,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel.1,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension.1,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch,predictions
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2017,92 845 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,63900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-pierwszy-wlasciciel-krajowy-faktura-vat-23-ID6FEmk5.html,e1207cb2aeb53435c3f5af81df562d1d9330d8af,1689328741,67254.59
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.2 DIG-T Acenta,I (2010-2019),2014,58 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Bordowy,,,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,42900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-lift-polski-salon-ID6FyN26.html,5b66936c658a5eba0880b2308e86f92d4c843341,1689328743,68114.34
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T mHEV Visia,III (2021-),2021,8 900 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Inny kolor,,,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,106900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-1-3-dig-t-krajowy-ID6FBSLj.html,0c756588f06a9587feac026df371329c884096a5,1689328743,110907.22
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.2 DIG-T N-Tec EU6,II (2013-2021),2016,150 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,6 l/100km,SUV,5.0,5.0,Brązowy,,Metalik,,Polska,,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,54999,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-2-benz-116-km-ideal-bezwypadkowy-salon-pl-warszawa-ID6FjsTj.html,1935bd9ad3a7fcfc0b32811255e45a2dddf4b0b5,1689328744,66007.97
Osoby prywatnej,Osobowe,Tak,,Nissan,Micra,,K13 (2010-2016),2012,40 500 km,1 198 cm3,Benzyna,80 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Kompakt,5.0,5.0,Złoty,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,28999,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-maj-2012-piekna-tylko-40-500-km-salon-polska-ID6FAeGe.html,3efa55cf1a21c3bc7f8a6fbd6b2d46cda5caee31,1689328747,25709.293
Firmy,Osobowe,Tak,,Nissan,Micra,,K13 (2010-2016),2013,66 000 km,1 198 cm3,Benzyna,80 KM,Manualna,,,,,,,,Kompakt,5.0,5.0,Biały,,,,Polska,,Tak,,,Tak,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,26900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-krajowy-1-wlasciciel-bezwypadkowy-klimatronic-tempomat-ID6FElbk.html,e33e3b4649bd0b8b061c27960a34e89a98a86cba,1689328747,29182.56
Firmy,Osobowe,Tak,,Nissan,Leaf,40kWh Acenta (6.6 kW),,2018,158 000 km,,Elektryczny,150 KM,Automatyczna,220 km,Na przednie koła,40 kWh,W cenie,,,,Auta miejskie,5.0,5.0,Szary,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,102000,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-leaf-nissan-leaf-40kwh-acenta-pompa-ciepla-czujniki-kamera-cofania-ID6FlHG3.html,c824cb4d8adda00485d6c944cd12ce608ba5dcee,1689328749,64723.285
Firmy,Osobowe,Tak,,Nissan,Patrol,GR 3.0 TDI Luxury,GR II Y61 (1997-),2003,366 000 km,2 953 cm3,Diesel,158 KM,Manualna,,4x4 (dołączany ręcznie),,,,,8 l/100km,SUV,5.0,7.0,Złoty,,Metalik,,Polska,,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,66600,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-patrol-orurowany-7-os-jasne-skory-manual-piekny-zarejestrowany-gwarancja-ID6FEkRU.html,33e9dbcfa7a449313bc072b72081a8fcc4e3f224,1689328753,31971.773
Osoby prywatnej,Osobowe,Tak,,Nissan,X-Trail,2.0 dCi SE,II (2007-2014),2007,167 000 km,1 995 cm3,Diesel,173 KM,Manualna,,4x4 (dołączany automatycznie),,,,Tak,"7,80 l/100km",SUV,5.0,5.0,Czarny,,,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,27999,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-nissan-x-trail-4x4-dci-polski-salon-ii-wlasciciel-ID6FzCOH.html,384abadc7c4b0d07d03b3c8a746bddb3c8ebfeee,1689328755,54849.414
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Almera,II 1.8 Comfort,N16 (2000-2006),2002,237 450 km,1 769 cm3,Benzyna,114 KM,Manualna,,,,,,,10 l/100km,Kompakt,5.0,5.0,Inny kolor,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3800,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-almera-tani-komfortowy-i-niezawodny-mechanicznie-ID6Fvg4x.html,9a6cdaeeb99d889a531983a5b1533cc680095422,1689328754,8963.974
Firmy,Osobowe,Tak,,Nissan,Qashqai+2,2.0 Tekna,,2008,147 300 km,1 997 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,10 l/100km,SUV,5.0,7.0,Czarny,,Metalik,,Polska,,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-2-polski-salon-7-osob-panorama-benzyna-ID6Fzsrh.html,b4e259eab05743381f29eae85ef7ae2d1e0efbab,1689328756,43292.434
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T Tekna Xtronic,II (2013-2021),2017,71 220 km,1 197 cm3,Benzyna,115 KM,Automatyczna,,4x4 (stały),,,129 g/km,,6 l/100km,SUV,5.0,5.0,Srebrny,,Metalik,,Polska,,,,,Tak,,,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,85900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-salonpl-navi-czytaznaki-martwepola-panorama-kamery360-fullled-ID6FCkUI.html,a5fbc29fd0fa4ba1b4ac8a323bfeb6660964b76c,1689328756,74317.305
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Note,,II (2013-),2014,160 000 km,1 198 cm3,Benzyna,80 KM,Manualna,,,,,,,,Auta miejskie,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,20000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-note-zadbany-nissan-szuka-nowego-garazu-ID6FEeGk.html,0fbf591ea4ec80ee88294a4a99795c3bf5a77397,1689328757,23981.96
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.6 Acenta,I (2010-2019),2012,70 335 km,1 598 cm3,Benzyna+LPG,117 KM,Manualna,,Na przednie koła,,,139 g/km,,7 l/100km,SUV,5.0,5.0,Czarny,,,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,46000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-1-6-salon-polska-instalacja-gazowa-ID6FEjGF.html,48136e4716431ed4111ff14c0d5a0be6dbaa8b2e,1689328758,47126.04
Firmy,Osobowe,Tak,,Nissan,Navara,2.5 D LE,,2007,146 000 km,2 488 cm3,Diesel,171 KM,Manualna,,4x4 (dołączany ręcznie),,,264 g/km,,11 l/100km,SUV,4.0,5.0,Czarny,,Metalik,,Polska,,Tak,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,42900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-navara-ID6FAVVd.html,4278e24675026efa0f6e52ffc65319fb6a5d91b3,1689328760,49618.027
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,2.0 dCi Tekna,I (2007-2013),2008,299 000 km,1 995 cm3,Diesel,150 KM,Manualna,,Na przednie koła,,,,,8 l/100km,SUV,5.0,5.0,Szary,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,22900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-2-0-dci-tekna-ID6Fg2OG.html,1f0ac3a4475b61c3bef7c6d819c4bd57be177786,1689328762,32290.334
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-2021),2019,57 830 km,1 332 cm3,Benzyna,160 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,Metalik,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,116800,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-n-connecta-dct-panorama-salon-pl-f-vat23-ID6FCk38.html,17bf0a3819f1cc195056d7f0bf2720ae14272498,1689328762,102140.516
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Note,,I (2005-2013),2010,295 415 km,1 386 cm3,Benzyna+LPG,88 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Złoty,,,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,17500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-note-salon-polska-drugi-wlasciciel-benzyna-lpg-ID6FEena.html,04531c5428fd438bf9294b444701aaf287780874,1689328763,13107.467
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T mHEV N-Connecta Xtronic,III (2021-),2022,14 214 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Fioletowy,,Metalik,,Polska,Tak,,Tak,29/06/2025,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,137900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-mhev-xtronic-n-connecta-ID6FEird.html,d83157e8c8c94f8fa97203a3020eb2b4c1d05003,1689328763,134842.47
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,2.0 Tekna,I (2007-2013),2011,102 804 km,1 997 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,184 g/km,,10 l/100km,SUV,5.0,5.0,Inny kolor,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,51500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-2-0-tekna-salon-polska-ID6FEcMb.html,102f52eabcab2b3b7a18819600ab8c5f8c80858e,1689328769,40427.25
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T N-Style,II (2013-2021),2019,76 210 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,87900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-33-dig-t-140-km-n-style-salon-pl-serwis-aso-faktura-vat23-ID6Ft7cO.html,b8e5890d6bb85d6195275e3f8fde782798f9c19f,1689328771,83381.086
