Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats.1,Front armrests,Rear armrests,Knee airbag,Front side airbags.1,Rear side airbags.1,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights.1,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel.1,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension.1,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch,predictions
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,III (2021-),2022,19 307 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Szary,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,119900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-2wd-2022r-ID6FDWS0.html,5129dfec3169e9d9849060838cd7173a18a1e20f,1689328397,106097.56
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.6 DIG-T N-Connecta,II (2013-2021),2016,149 000 km,1 618 cm3,Benzyna,163 KM,Manualna,,,,,,,7 l/100km,SUV,5.0,5.0,Szary,,Metalik,,Polska,,Tak,,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,68900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-6-dig-t-163km-bezwypadkowy-kamera-360-nawigacja-wzorowy-ID6FyltI.html,0d1f7332f77dba3a7ef90391833191c8761a3017,1689328397,76783.31
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,III (2021-),2022,8 811 km,1 332 cm3,Hybryda,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,,,Tak,,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,134900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-140km-2022r-n-connecta-p-zimowy-p-komfortowy-ID6FDWLB.html,1aa7fde626e97ab9ae1684fd2aab020aad536f6a,1689328398,133488.02
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T mHEV N-Connecta,III (2021-),2021,6 000 km,1 332 cm3,Benzyna,158 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Srebrny,,Metalik,,Polska,,,Tak,14/03/2025,Tak,,Tak,,Tak,Tak,Używane,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,127899,"Możliwość odliczenia VAT, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-benzyna-m-hev-158-km-full-led-tylko-6000km-salon-polska-fv23-ID6FhuQs.html,6fd5f845aebff44f5257695d40cf2a94d3a34981,1689328401,127310.54
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Micra,,K13 (2010-2016),2014,65 500 km,1 198 cm3,Benzyna,80 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Kompakt,5.0,5.0,Inny kolor,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,32900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-2014-tylko-65-500-km-bogate-wyposazenie-ID6FBTsr.html,43b0a2e377d8e9ad93f686c6440b3cc6ba986202,1689328402,30858.723
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-2021),2019,101 425 km,1 332 cm3,Benzyna,160 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Srebrny,,Metalik,,Polska,,Tak,,30/04/2024,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,94900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-connecta-1-3-dig-t-7dct160-km-pakiet-zimowy-i-stylistyczny-ID6FAWHj.html,332d39d082576f8fb07d66c2aa6eedace6785459,1689328403,99809.54
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T N-Tec,II (2013-2021),2014,58 478 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Kompakt,5.0,5.0,Czerwony,,Metalik,,Polska,,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,61500,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-qashqai-1-2-dig-t-n-tec-115km-ID6FEGbd.html,00f4bd91189524a687edd370dad199bba11d9f71,1689328407,55111.3
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2021,43 542 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Brązowy,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,107900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-158km-7dct-n-style-2021r-od-reki-ID6FEFQo.html,8681c21c4b4b509be830cfc95454c6052887690c,1689328408,120512.055
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T mHEV N-Connecta,III (2021-),2022,28 382 km,1 332 cm3,Benzyna,158 KM,Manualna,,Na przednie koła,,,,Tak,,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,Tak,28/04/2025,Tak,,,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,127900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-mhev-158-km-6mt-bussines-pro-ID6FAWxM.html,d7cca466acb10c42e98c2d6405bc7970d2b9a8b1,1689328408,120762.86
Firmy,Osobowe,Tak,,Nissan,Micra,1.2 Visia,K13 (2010-2016),2017,100 189 km,1 198 cm3,Benzyna,80 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Kompakt,5.0,5.0,Bordowy,,Metalik,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-1-2-80km-visia-eu6-fv23-salonpl-serwis-gwarancja-ID6FEFI7.html,0acabec367e8a17f69bb2144db44a7ffcd8a416f,1689328408,36433.87
Firmy,Osobowe,Tak,Tak,Nissan,Leaf,40kWh N-Connecta,,2021,9 100 km,,Elektryczny,150 KM,Automatyczna,270 km,Na przednie koła,40 kWh,W cenie,,,9 l/100km,Kompakt,5.0,5.0,Biały,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,139900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-leaf-gwarancja-producenta-do-2026-jak-nowy-salon-pl-1-wl-fv-23-po2ux51-ID6FfP13.html,d54d166d1914fa082d18198c3fbfb2de23cb2062,1689328408,137509.16
Firmy,Osobowe,Tak,Tak,Nissan,X-Trail,,III (2014-),2021,54 000 km,1 332 cm3,Benzyna,160 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,124900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-n-design-2021r-powered-moon-roof-premium-pack-ID6FBH7U.html,1530fb8565e76b57b752f4c96afcd320e1caa5fa,1689328409,118455.76
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2019,59 000 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,Tak,,,,,,Tak,,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,92900,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-n-style-2019r-p-zimowy-ID6FDWdp.html,0ad51814b5943fefdfabb86fec31bf3eff8b8b23,1689328409,95743.74
Firmy,Osobowe,Tak,Tak,Nissan,Juke,1.2 DIG-T Acenta,I (2010-2019),2015,42 514 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,56000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-salon-pl-1-wlasciciel-tylko-42-tys-km-przebiegu-ID6FAWl6.html,329d100a7694f3ea4c183556db737c030d4c5be8,1689328409,70252.14
Firmy,Osobowe,Tak,Tak,Nissan,Micra,,K14 (2017-),2017,11 094 km,900 cm3,Benzyna,90 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,5.0,5.0,Srebrny,,Metalik,,Polska,Tak,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,57900,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-0-9-ig-t-90-km-n-connecta-salon-polska-serwis-aso-nawigacja-ID6FCImE.html,47021f10a1bcb0ef4ee35356696c5fbe1db942a1,1689328412,45522.367
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.6 Acenta,I (2007-2013),2009,209 000 km,1 598 cm3,Benzyna+LPG,115 KM,Manualna,,Na przednie koła,,,155 g/km,,8 l/100km,SUV,5.0,5.0,Inny kolor,,Metalik,,Polska,,,,,,,,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,26000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-salon-polska-drugi-wlasciciel-bezwypadkowy-ID6FEERv.html,8f057e5fa43dcd9c9f42f30db55efd32b10ad7ed,1689328413,28020.318
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T Tekna+,II (2013-2021),2017,60 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,4x4 (dołączany automatycznie),,,129 g/km,,6 l/100km,SUV,5.0,5.0,Szary,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,85900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-salon-polska-i-wlasciciel-faktura-vat-ID6FxZj2.html,cde10c5c18193caa60009711980aa79bf1eb7506,1689328413,72937.14
Firmy,Osobowe,Tak,Tak,Nissan,Juke,1.0 DIG-T N-Connecta DCT,II (2019-),2021,36 400 km,999 cm3,Benzyna,114 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,86900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-n-connecta-automat-salon-pl-gwarancja-fv-vat-23-ID6Fz7PZ.html,da0b24188e3b2127131fa517dd9fc7aa8351bd26,1689328413,94181.37
Firmy,Osobowe,Tak,Tak,Nissan,Micra,,K14 (2017-),2019,41 390 km,999 cm3,Benzyna,100 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Inny kolor,,Metalik,,Polska,Tak,,,,Tak,,Tak,,Tak,Tak,Używane,,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,58000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-1-0-ig-t-salon-polska-serwis-aso-klimatronic-tempomat-parktronic-ID6FBGte.html,4f0c50dc9b524f6a027fc31c57fe2963b5d49b36,1689328418,63218.51
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2021,43 494 km,1 332 cm3,Benzyna,158 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,100001,"Możliwość odliczenia VAT, Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-salon-polska-1-wlasciciel-serwis-aso-automat-vat-23-ID6FBGdH.html,69d5b68e4c68abe21dd61f0e33d7e0b578e2c709,1689328419,120512.055
Osoby prywatnej,Osobowe,Tak,,Nissan,Micra,1.2 Visia AC/CD,K12 (2003-2010),2009,123 757 km,1 240 cm3,Benzyna+LPG,65 KM,Manualna,,Na przednie koła,,,,,8 l/100km,Auta małe,5.0,5.0,Czerwony,,,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,14400,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-z-gwarancja-1-2-benzyna-lpg-klima-serwis-okazja-ID6FDkQg.html,3667f11ecf100b09c44eed31ab0bf797fd1825fa,1689328420,10600.736
