Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats,Front armrests,Rear armrests,Knee airbag,Front side airbags,Rear side airbags,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch
Osoby prywatnej,Osobowe,Tak,,Aixam,Crossline,,,2014,27 000 km,400 cm3,Diesel,4 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Biały,,Perłowy,,Niemcy,,,,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-aixam-kubota-mini-auto-ID6FAZlv.html,8714b5409eae498b8b494109002475ebe2fee5cf,1687195729
Firmy,Osobowe,Tak,,Aixam,Crossline,,,2011,48 525 km,440 cm3,Diesel,4 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Żółty,,,,Francja,,,,,,,Tak,,,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,22900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-ligier-ixo-zarejestrowany-ID6FzYh2.html,b01a180e5a5713d0fb5409d7e8325214b32c1464,1687195730
Firmy,Osobowe,Tak,,Aixam,City,,,2005,48 000 km,400 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Niebieski,,Metalik,,,,Tak,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-microcar-400-evo-diesel-kubota-l6e-bez-prawa-jazdy-kat-b-alu-ID6FAXK0.html,e9dcbc4e3b5853534bdecbd19c27b456d9a43325,1687195730
Firmy,Osobowe,Tak,,Aixam,City,,,2008,45 000 km,505 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Srebrny,,Metalik,,,,Tak,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-microcar-chatenet-barooder-diesel-l6e-bez-prawa-jazdy-kat-b-alu-ID6FAXK1.html,ed1f00e6b399d40e349b18d8ce883683d6b3dc7d,1687195730
Firmy,Osobowe,Tak,,Aixam,City,,,2005,48 000 km,505 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Zielony,,Metalik,,,,Tak,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-microcar-grecav-eke-diesel-l6e-bez-prawa-jazdy-kat-b-alu-ID6FAXJZ.html,4dc10a3ce5e70890472d9a71530777a6fe4f2a19,1687195730
Firmy,Osobowe,,,Aixam,Coupe,,,2023,1 km,479 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Szary,,Matowy,,,,,Tak,,,,,,Tak,,Nowe,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,79999,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-coupe-gti-od-14-lat-szary-mat-nowy-ID6FggWU.html,fc4c1049d64b0e3e2cee8b7220441b11a3b96cd4,1687195730
Firmy,Osobowe,,,Aixam,City,,,2023,1 km,479 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Biały,,,,,,,Tak,,,,,,Tak,,Nowe,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,65000,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-city-sport-od-14-lat-nowy-gwarancja-ID6FglrO.html,e5b4b7c589b467ea9e0f0e09f7835060a8bc5ab3,1687195730
Osoby prywatnej,Osobowe,Tak,,Aixam,Crossline,,,2007,114 000 km,479 cm3,Diesel,13 KM,Automatyczna,,,,,,,,Auta małe,3,4.0,Czarny,,,,,,,,,,,,,,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,20999,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-aixam-crossline-l7e-ID6Fydbh.html,7870dd60a300ac3c7eafa295dc7757df6a24c839,1687195730
Firmy,Osobowe,Tak,,Aixam,Crossline,,,2020,15 684 km,478 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Biały,,Perłowy,,,,Tak,,,,,Tak,,Tak,,Używane,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,68900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-czterololowiec-lekki-l6e-bp-kamera-wspomaganie-transport-ID6Fpu9v.html,e635e634f0f2ac98d945838902eb539b7b8ba871,1687195731
Firmy,Osobowe,,,Aixam,City,,,2023,1 km,479 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Biały,,,,,,,Tak,,,,,,,,Nowe,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,62000,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-sport-od-14-lat-nowy-gwarancja-ID6FAVNi.html,948aeb1abba90d189e22431289f959be66300669,1687195731
Firmy,Osobowe,Tak,,Aixam,Coupe,,,2023,2 km,482 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Niebieski,,,,,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78720,Możliwość odliczenia VAT,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-coupe-gwarancja-kategoria-l6e-dostarczymy-auto-pod-dom-ID6FwedE.html,9b44c664bdfd1f2b9bf45e78a186825c41abdbcd,1687195731
Osoby prywatnej,Osobowe,Tak,Tak,Aixam,Crossline,,,2012,63 851 km,505 cm3,Benzyna,21 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Biały,,,,Polska,,,Tak,,,,Tak,,Tak,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,33000,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-aixam-crossline-ID6Ft4Ue.html,bc10b4562fd2ce31a6d60c1cb83aa5b5f3621b87,1687195731
Firmy,Osobowe,Tak,,Aixam,Crossline,,,2018,31 789 km,498 cm3,Diesel,6 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Biały,,Perłowy,,Francja,,,,,,,Tak,,,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,30900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-microcar-zarejestrowany-ID6FAPIy.html,96e532b42cf2dd2816e19211ba4c879934fc6143,1687195732
Firmy,Osobowe,Tak,,Aixam,City,,,2018,16 778 km,482 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,,Biały,,,,,,Tak,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-gwarancja-kategoria-l6e-dostarczymy-auto-pod-dom-raty-ID6FANwF.html,840fd7c155769f4a096bd0015787f49e8ba84e16,1687195732
Firmy,Osobowe,Tak,,Aixam,City,,,2021,7 367 km,482 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Biały,,,,,,Tak,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43900,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-gwarancja-kategoria-l6e-dostarczymy-auto-pod-dom-raty-ID6FANfD.html,6e2d2a563b493b85d287148f79954be773b82ba3,1687195732
Osoby prywatnej,Osobowe,Tak,,Aixam,A741,,,2007,61 000 km,400 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Srebrny,,Metalik,,Francja,,Tak,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-a741-ID6Fya1R.html,eaa1d36b482bdbc78a02c0a986fbc7f298cfaeee,1687195732
Osoby prywatnej,Osobowe,Tak,Tak,Aixam,City,,,2013,80 555 km,505 cm3,Diesel,5 KM,Automatyczna,,,,,,,,Auta małe,2,2.0,Biały,,,,,,Tak,,,,,,,,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,25900,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-jdm-xheos-super-stan-l6e-350kg-transport-gratis-ligier-microcar-ID6FwldQ.html,7f1c17f8f2ce6ce3d2aa5eabc3f8e148cbe60875,1687195732
Osoby prywatnej,Osobowe,Tak,,Aixam,Crossline,,,2009,11 157 km,400 cm3,Diesel,4 KM,Automatyczna,,,,,,,,Auta małe,3,2.0,Srebrny,,Metalik,,,,,,,,,,,,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-crossline-aixam-crossline-l6e-ID6FzNHK.html,3c8cee4231fea7eec3ea5a3c35bd057a8e57edd0,1687195732
Firmy,Osobowe,Tak,,Aixam,A741,,,2005,38 200 km,400 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Szary,,Metalik,,,,Tak,,,Tak,,Tak,,Tak,,Używane,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-a741-aixam-a741-2005r-l6e-bez-prawa-jazdy-b-od-14-lat-na-am-raty-ID6Fxs0Z.html,57738735c9b8cad5aacb955e42887fd03f38b25c,1687195732
Osoby prywatnej,Osobowe,Tak,,Aixam,Inny,,,2011,48 000 km,402 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Biały,,Matowy,,Francja,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-aixam-mega-multitrac-l6e-microcar-bez-prawojazdy-ID6Fwl0r.html,23b3d9cb5943ae93604bd7427a4fd0a94e4eb1cb,1687195732
Firmy,Osobowe,Tak,Tak,Aixam,City,,,2004,86 659 km,400 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Srebrny,,Metalik,,,,Tak,,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,8900,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-aixam-400diesel-ozarow-maz-dla-14-latka-ID6FsHnj.html,66fb4ce6ec1524b1a77508f67a4b19c7c502bd65,1687195733
Firmy,Osobowe,,,Aixam,City,,,2023,1 km,479 cm3,Diesel,8 KM,Automatyczna,,,,,,,,Auta małe,3,2.0,Czerwony,,Metalik,,,,Tak,,,Tak,,,,Tak,,Nowe,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12870,Do negocjacji,EUR,https://www.otomoto.pl/osobowe/oferta/aixam-city-wersja-pack-od-14-roku-wroclaw-2023-ID6Eq9AY.html,099d9985ec158a8b0d1dcca4870726dd812209c4,1687195733
Firmy,Osobowe,,,Aixam,Coupe,,,2023,1 km,479 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,2.0,Biały,,Perłowy,,,,,Tak,,,,,,Tak,,Nowe,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,78500,Faktura VAT,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-coupe-gti-od-14-lat-nowy-gwarancja-ID6FggOL.html,53b81e7fdd6695702c5a8d9656a33111eeb94e72,1687195733
Firmy,Osobowe,Tak,,Aixam,A741,,,2003,45 791 km,400 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,2,,Szary,,,,Francja,,Tak,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450,,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-a741-aixam-500-4-500-4-bez-prawka-349kg-4kw-400cm-alufelgi-wlkp-ID6EX1cT.html,b5d9d5df55f4a403b6b5d5a24b7f1bac582a6193,1687195733
Firmy,Osobowe,Tak,,Aixam,City,,,2003,50 000 km,505 cm3,Diesel,5 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Szary,,Metalik,,,,Tak,,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-city-microcar-tasso-domino-diesel-l6e-bez-prawa-jazdy-kat-b-alu-ID6Fy0lN.html,4026ce7c32c707626a3bfa4d03314b659cc89693,1687195733
Osoby prywatnej,Osobowe,Tak,,Aixam,Inny,,,2008,9 287 km,,Elektryczny,4 KM,Automatyczna,,,,,,,,Auta małe,4,,Czerwony,,,,,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-aixam-mega-multitrack-elektryk-4kw-microcar-ID6FAvKi.html,fda436cb3ef8aab41e76af2497f1f1b214fc6870,1687195733
Firmy,Osobowe,,,Aixam,Crossover,,,2023,1 km,479 cm3,Diesel,8 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Inny kolor,,,,,,Tak,Tak,,Tak,,,,Tak,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16434,"Do negocjacji, Faktura VAT",EUR,https://www.otomoto.pl/osobowe/oferta/aixam-crossover-aixam-crossover-premium-od-14-roku-zycia-wroclaw-nowy-model-2023-ID6Fk4eR.html,843acdae1d064390b5bf3808f7308605b8ce3fd1,1687195733
Firmy,Osobowe,Tak,,Aixam,GTO,,,2011,28 000 km,400 cm3,Diesel,4 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,2.0,Czerwony,,Perłowy,,,,Tak,,,Tak,,Tak,,Tak,,Używane,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,22800,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/aixam-gto-gto-alu15-kubota-ledy-l6e-bez-prawkab-oplacony-transport-ID6FAuBW.html,20ff1975874576ce8136883c7ce1f700f1d86c7a,1687195733
